EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
474939964,BE YOUR OWN HERO INC,% QUINTON D MOORE,1741 BLUE GRASS PKWY,GREENWOOD,IN,46143-6812,0,3,3,1000,201609,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,O50,
474944151,BATCOLE FOUNDATION CORP,,2495 SIEBOLDT QUARRY RD,BEDFORD,IN,47421-7449,0,3,3,1800,201510,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,H30,
474951875,DARK ENTERPRISES INC,,1820 HEMLOCK RD,LAFAYETTE,IN,47905-3932,0,3,3,1000,201511,1,15,0,1,1,202212,5,5,1,0,12,532415,899096,899096,B90,
474951988,GREENSBURG COMMUNITY SCHOOLS EDUCATION FOUNDATION INC,% ROBERTA MOCK,1312 W WESTRIDGE PKWY,GREENSBURG,IN,47240-3251,0,3,3,2000,201706,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,B90,
474952327,FIRST PENTECOSTAL CHURCH OF HIGHLAND INC,% AARON HAUG,4100 E 200 S,KNOX,IN,46534-7930,0,3,3,7000,201705,1,10,0,1,1,,0,0,6,0,12,,,,X30,
474953873,VELOCITY CHURCH OF THE NAZARENE,,4845 BULLDOG WAY,BROWNSBURG,IN,46112-1466,1588,3,9,7000,196307,1,10,1000000,5,1,,0,0,1,0,12,,,,,
474955280,HIGHRISE MINISTRIES INC,,5012 N PARK AVE,INDIANAPOLIS,IN,46205-1064,0,3,3,1000,201603,1,15,0,1,1,202012,0,0,1,0,12,0,0,0,X20,
474956616,KAPPA KAPPA KAPPA INC,% JONI CHAPMAN,757 W STATE ROAD 16,BROOK,IN,47922-8607,1919,3,9,1200,196802,1,16,36602040,5,1,,0,0,1,0,6,,,,,KENTLAND ALPHA ASSOCIATE CHAPTER
474960300,ENERGIZING & EMPOWERING MINDS,% DANNA MERRITT,10028 PARTRIDGE PL,CARMEL,IN,46033-0000,0,3,3,1200,201603,1,15,0,1,1,202212,2,3,1,0,12,24611,68276,68276,E86,EEM
474961485,SPRINGS VALLEY PET SERVICES INC,% JENNIFER HILL,1827 S FOREST DR,FRENCH LICK,IN,47432-9036,0,3,3,1000,201509,1,15,0,2,1,202212,0,0,2,0,12,0,0,0,D20,
474971447,DASH RACING DEVELOPMENT,,4860 CARVEL AVE,INDIANAPOLIS,IN,46205-2027,0,3,3,1000,201509,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,N60,
474978697,REDEEM ALL MINISTRIES INC,% ANYWAY MUPESEWA,1243 E BRIDGEWATER RD,SCOTTSBURG,IN,47170-0000,0,3,3,2700,201804,1,16,0,1,1,202212,2,4,1,0,12,10292,107854,107854,X21,
474983216,FORD WILSON RACING CHAMPIONS INC,% SECRETARY,4800 W 96TH ST,INDIANAPOLIS,IN,46268-3901,0,3,3,1000,201509,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,N72,
474985432,CENTER INC,% BETH PHILLIPS,410 E WASHINGTON ST,MARTINSVILLE,IN,46151-1656,0,3,3,1700,201512,1,10,0,1,1,202212,2,3,6,0,12,24841,48995,48995,X20,
474992836,THREE RIVERS MUSIC THEATRE CO,,6201 BRIDLEWOOD DR,FORT WAYNE,IN,46835-1803,0,3,3,2000,201511,1,16,0,1,1,202106,3,3,2,0,6,38132,31880,31880,A65,
474995196,BLUE STAR MOTHERS OF AMERICA INC,% VICKIE SULLINGER,PO BOX 904,BEECH GROVE,IN,46107-0000,1878,3,9,1000,200408,1,15,908000000,5,1,202308,0,0,2,0,8,0,0,0,,INDY BLUE STAR MOTHERS IN14
474996012,KARA TIPPETTS FOUNDATION INC,% DENNIS THEWLIES,7027 HOLLINGSWORTH DR,INDIANAPOLIS,IN,46268-2794,0,3,3,1000,201609,1,15,0,1,1,202012,1,0,2,0,12,1103,0,0,G12,
474996869,IU ADEA,,1121 W MICHIGAN ST 105,INDIANAPOLIS,IN,46202-5211,0,3,3,1200,201611,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,B80,
474997952,LIFE CONNECT MINISTRIES INTERNATIONAL,% PETER M WILLIE,6213 LA PAS TRAIL,INDIANAPOLIS,IN,46268-2596,0,3,3,7000,202112,1,10,0,1,1,202212,2,4,6,0,12,17652,125370,125370,X20,
475011860,INDIANA ALBUM INC,% JOAN HOSTETLER,716 DORMAN ST,INDIANAPOLIS,IN,46202-3540,0,3,3,2000,201509,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,A80,INDIANA ALBUM
475012312,CONNECTION COMMUNITY CHURCH INC,,1852 HILLCREST DR,SPENCER,IN,47460-6617,0,3,3,7000,201605,1,10,0,1,1,,0,0,6,0,12,,,,X21,
475012451,BOONE COUNTY MENTORING PARTNERSHIP INC,% JAMES A L BUDDENBAUM,404 W CAMP ST,LEBANON,IN,46052-1746,0,3,3,1000,201512,1,15,0,1,1,202212,4,4,1,0,12,124302,177321,162828,O50,
475018477,FREEDOM RIDERS CH 8,,4005 N GLENWOOD AVE,MUNCIE,IN,47304-1512,0,3,3,1000,201702,1,15,0,5,1,202212,0,0,2,0,12,0,0,0,X99,
475020499,LIMITLESS MINISTRIES INC,% BRITTON HARMAN,2908 KRISTA LN,WINONA LAKE,IN,46590-0000,0,3,3,1000,201604,1,15,0,1,1,202212,1,3,1,0,12,5148,77183,77183,X20,
475021548,THREE TO ABANDON,,PO BOX 4446 CITY 456 NORTH MERIDIAN,INDIANAPOLIS,IN,46205-0000,0,3,3,7000,201509,1,15,0,1,1,202203,0,0,2,0,3,0,0,0,X20,
475026018,YELLOW TRAIL MUSEUM INC,,PO BOX 181,HOPE,IN,47246-0000,0,3,3,2000,201604,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,A80,
475029942,FRIENDS OF THE BRISTOL PUBLIC LIBRARY INC,% DENNIS P COOPER,505 W VISTULA ST,BRISTOL,IN,46507-9464,0,3,3,1000,201511,1,16,0,1,1,202302,0,0,2,0,2,0,0,0,W12,
475031968,HIGHLAND EDUCATION FOUNDATION INC,% JUDITH A CADDICK,9145 KENNEDY AVE,HIGHLAND,IN,46322-2747,0,3,3,1200,201607,1,16,0,1,1,202306,0,0,2,0,6,0,0,0,B12,
475035236,PROGRESSIVETHOUGHTMATTERS,% ROBIN WINSTON,7453 QUINCY CT,INDIANAPOLIS,IN,46254-9673,0,4,3,3000,201602,2,0,0,1,1,202212,0,0,2,0,12,0,0,0,W24,
475042217,SEVEN BEACONS FOUNDATION INC,% SEVEN BEACONS,3720 TURFWAY CT,INDIANAPOLIS,IN,46228-2095,0,3,3,1200,201809,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,T50,SEVEN BEACONS FOUNDATION
475044065,RJS FOUNDATION INC,,8801 RIVER CROSSING BLVD STE 300,INDIANAPOLIS,IN,46240-2394,0,3,3,1200,201709,1,3,0,1,1,202212,7,7,0,1,12,6088981,5976813,,L20,
475044785,CHOICES EDUCATIONAL SERVICES INC,,6111 HARRISON ST STE 206,MERRILLVILLE,IN,46410-2973,0,3,3,1200,201509,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,B90,
475047233,HEALING EMPOWERING LINKING PEOPLE INC,% AMY SEMONES,611 WATT ST,JEFFERSONVLLE,IN,47130-3821,0,3,3,2000,201611,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,J20,
475049040,NU RHO PSI-THE NATIONAL HONOR SOCIETY IN NEUROSCIENCE,% LORA A BECKER,1800 LINCOLN AVE,EVANSVILLE,IN,47722-1000,6120,3,9,2000,201502,1,16,0,5,1,202012,0,0,2,0,12,0,0,0,B99,UNIVERSITY OF EVANSVILLE
475050242,SIGMA KAPPA SORORITY,,695 PRO MED LN STE 300,CARMEL,IN,46032-5331,594,7,9,1000,194301,2,0,36319000,5,1,202305,3,4,1,0,5,87504,157351,157351,,542 ALPHA PHI CHAPTER
475058285,INDIANA LAW ENFORCEMENT ACCREDITATION COMMISSION INC,,11495 N PENNSYLVANIA ST STE 103,CARMEL,IN,46032-6935,0,3,3,1200,201612,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,I19,
475061207,ALPHA KAPPA PSI FRATERNITY INC,% ASHLEY SWEITZER,8001 E 196TH ST,NOBLESVILLE,IN,46062-9091,8265,7,9,1000,199811,2,0,34000000,5,1,202306,0,0,2,0,6,0,0,0,,CENTRAL WASHINGTON UNIVERSITY ALUMN
475079119,HTFD SUPPORT ORG,,8465 WAVERLY RD,MARTINSVILLE,IN,46151-7616,0,3,3,1000,201509,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,M11,
475081190,INDIANA TEACHERS OF WRITING,% MARY B NICOLINI,750 MOUNT RAINIER DR,INDIANAPOLIS,IN,46217-3939,0,3,3,2000,201807,1,16,0,1,1,202306,0,0,2,0,6,0,0,0,B03,
475081267,COMMUNITY THRIFT SHOP INC,% COMMUNITY THRIFT SHOP INC,PO BOX 114,FLORA,IN,46929-0000,0,3,3,1000,201509,1,15,0,1,1,202212,3,4,1,0,12,96865,101106,101106,P29,
475081852,GREENE COUNTY CHURCH OF THE NAZARENE,,31 WEST FIFTH STREET,NEWBERRY,IN,47449-0000,1588,3,9,7000,196307,1,10,1000000,5,1,,0,0,1,0,12,,,,,
475085159,LITTLE THINKERS SCHOOL OF EARLY LEARNING,% DAVETTA DUNBAR,2306 NORTH CLINTON STREET,FORT WAYNE,IN,46805-0000,0,3,3,1200,201704,1,15,0,1,1,202212,3,4,1,0,12,89099,271939,271939,P33,
475092582,EDGE MENTORING INC,% DAVID NEFF,11611 N MERIDIAN ST SUITE 105,CARMEL,IN,46032-0000,0,3,3,2700,201602,1,15,0,1,1,202212,4,6,1,0,12,201714,1133998,1133998,X20,
475093787,JACOB BALL WISH FUND,% TIFFANY BALL,PO BOX 2057,EVANSVILLE,IN,47728-0057,0,3,3,1000,201511,1,15,0,1,1,202312,0,0,2,0,12,0,0,0,T50,
475095362,AUBBEENAUBBEE TOWNSHIP FIRE DEPARTMENT,% ANDREW R SCHOUTEN,PO BOX 632,LEITERS FORD,IN,46945-0632,0,3,3,1200,201601,1,15,0,5,1,202312,0,0,2,0,12,0,0,0,M24,
475098660,HOG TURD ALLEY GENTLEMENS ASSOCIATION INC,% JACOB A STILLABOWER,9195 E COUNTY ROAD 700 N,HOPE,IN,47246-9443,0,3,3,2000,201608,1,3,0,1,1,202212,1,1,0,1,12,4874,679,,A80,
475099878,JACKSON ELEMENTARY PTO,% PTO TREASURER,811 N 400 E,VALPARAISO,IN,46383-9748,0,3,3,1200,201605,1,16,0,5,1,202307,0,0,2,0,7,0,0,0,B94,
475101676,CASADAY COSTUME COMPANY,,2701 ELWOOD AVE,SOUTH BEND,IN,46628-2806,0,3,3,2000,201509,1,15,0,1,1,202306,4,3,1,0,6,143776,60304,60304,A65,
475102081,ONE LOVE EDUCATION FOUNDATION,% ONE LOVE EDUCATION FOUNDATION,8755 GUION RD STE F,INDIANAPOLIS,IN,46268-3048,0,3,3,1200,201603,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,Q11,
475105781,NIKAS VILLAGE,% MANDISA PAWELCZAK,909 CAROLINA WAY,AVON,IN,46123-8559,0,3,3,1000,201511,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,P42,
475112591,RISING SUN SAY SOCCER,% JILLIAN A GREGORY,PO BOX 380,RISING SUN,IN,47040-0380,0,3,3,1000,201512,1,15,0,5,1,202209,0,0,2,0,9,0,0,0,N64,
475119470,REDISCOVER DOWNTOWN PERU INC,% STEVEN DOBBS PRESIDENT,13 E MAIN ST,PERU,IN,46970-2210,0,3,3,1000,201511,1,16,0,1,1,202212,3,4,1,0,12,39205,119720,81955,S99,
475125047,INDIANA BARN FOUNDATION INCORPORATED,% MARSH DAVIS,1201 CENTRAL AVE,INDIANAPOLIS,IN,46202-2656,0,3,3,1200,201510,1,16,0,1,1,202308,0,0,2,0,8,0,0,0,A80,
475125364,PURDUE POLYTECHNIC HIGH SCHOOL OF INDIANAPOLIS,% MAUREEN E WEBER,3029 E WASHINGTON ST,INDIANAPOLIS,IN,46201-4279,0,3,3,2000,201604,1,11,0,1,1,202206,6,8,1,0,6,3994293,11246909,11246909,B29,
475129343,CRASH INTO LIFE INC,% JENNIFER BABCOCK,1229 S 425 W,COLUMBIA CITY,IN,46725-9716,0,3,3,1000,201601,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,X20,
475135800,BLOOMINGTON LACROSSE,% NATALIE ANN BLAIS,PO BOX 1312,BLOOMINGTON,IN,47402-1312,0,3,3,1000,201611,1,16,0,1,1,202206,0,0,2,0,6,0,0,0,N60,
475137996,REDISCOVER CLINTON INC,,259 VINE ST,CLINTON,IN,47842-2160,0,3,3,1200,201510,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,,
475146061,FISHERS MARLINS YOUTH BASEBALL INC,% MICHAEL S MOORE,1016 S NAY RD,GREENWOOD,IN,46143-9728,0,3,3,1000,201510,1,16,0,1,1,202012,0,0,2,0,12,0,0,0,,
475148587,OASIS MISSION FOR ORPHANS DISABLED AND UNACCOMPANIED CHILDREN - MODUC,% FRANK ALEXANDER,PO BOX 269207,INDIANAPOLIS,IN,46226-9207,0,3,3,1000,201908,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,Q33,
475149212,PEREGRINOS DE LA PAZ SFO,,2019 E WERGES AVE,INDIANAPOLIS,IN,46237-1086,928,3,9,1700,194603,1,10,31150120,5,1,,0,0,6,0,12,,,,,
475166557,SECRET FAMILIES OF HAMILTON COUNTY LLC,% J THOMAS FLANAGAN,11439 REGENCY LN,CARMEL,IN,46033-3972,0,3,3,1000,201812,1,15,0,5,1,202212,0,0,2,0,12,0,0,0,P20,
475178072,ZETA IOTA CHAPTER OF KAPPA ALPHA THETA FRATERNITY,,8740 FOUNDERS RD,INDIANAPOLIS,IN,46268-1337,0,7,3,1000,201801,2,0,0,1,1,202206,0,0,2,0,6,0,0,0,B83,
475189084,ST RAPHAEL CATHOLIC MEDICAL GUILD OF INDIANAPOLIS INC,% CASEY REISING,520 STEVENS ST,INDIANAPOLIS,IN,46203-1737,0,3,3,2700,201607,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X22,
475190861,BUILDING A BETTER BURLINGTON COMMUNITY INC,% STEVE MICHAEL,PO BOX 399,BURLINGTON,IN,46915-0399,0,3,3,1000,201510,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,S12,
475195396,FAITH INDIANAPOLIS CHURCH,% THOMAS HALL,10882 AFFIRMED DR,INDIANAPOLIS,IN,46234-9692,0,3,3,7000,201709,1,10,0,2,1,,0,0,6,0,12,,,,X20,
475200682,CRY OF INDIA,,1300OLIO RD STE 306,FISHERS,IN,46037-0000,0,3,3,1000,201605,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,Q33,
475204674,LIFES JOURNEY CHURCH INC,% RICHARD LINDSAY,522 POWELL ST,LEBANON,IN,46052-2045,0,3,3,7000,201703,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,X20,LIFES JOURNEY CHURCH
475205431,INDIANA COALITION TO END SEXUAL ASSAULT INC,,931 E 86TH STREET 215,INDIANAPOLIS,IN,46240-0000,0,3,3,1000,201602,1,15,0,1,1,202212,4,5,1,0,12,194403,646471,646471,I73,
475208061,BASIC NEEDS SIMPLE SOLUTIONS INC,% MARK LYNCH,9047 PLEASANT GARDEN CT,CAMBY,IN,46113-8590,0,3,3,2000,201510,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,B11,
475213925,PARACLETE CEO MINISTRIES INC,% KIM KENDALL,4781 W 700S,HUNTINGBURG,IN,47542-9277,0,3,3,1270,201512,1,4,0,1,1,202212,2,1,0,1,12,22038,4530,,X99,
475214465,RETHINK INC,,1544 S 13TH ST,TERRE HAUTE,IN,47802-1823,0,3,3,1280,201510,1,15,0,1,1,202212,4,4,1,0,12,234588,120893,88687,C20,
475216063,BRICK BY BRICK ON MAIN INC,% CHRIS CAIL,PO BOX 515,TELL CITY,IN,47586-0515,0,3,3,1000,201511,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,S30,
475216474,CARMEL INTERNATIONAL ARTS FESTIVAL,,30 W MAIN STREET,CARMEL,IN,46032-1938,0,3,3,2000,201512,1,15,0,1,1,202212,4,4,1,0,12,136369,200254,200254,A20,
475217717,LADIES OF CHARITY - EVANSVILLE INC,% BARBARA MARTIN,4701 KOESTER RD,WADESVILLE,IN,47638-9532,0,3,3,1000,201604,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,S81,
475235428,FOUNDATION FOR GLOBAL EDUCATION AND EMPOWERMENT,,1219 S DONINGTON CT,BLOOMINGTON,IN,47401-8840,0,3,3,1200,201510,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,B12,
475236782,KAPPA SIGMA - KAPPA BETA ALUMNI LTD,,2610 HEMLOCK WAY,SOUTH BEND,IN,46615-2720,0,3,3,2000,201808,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,B84,
475238920,HANCOCK COUNTY CHILD ADVOCACY CENTER INC,% KATIE MOLINDER,953 W NORTH ST,GREENFIELD,IN,46140-1936,0,3,3,1000,201605,1,15,0,1,1,202212,4,4,1,0,12,206763,164690,158516,P62,
475240697,TONY ELLIOTT CHILI BOWL MEMORIAL FUND,,1109 COUNTRY CLUB LN,WARSAW,IN,46580-5024,0,3,3,1000,201601,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,N12,
475243931,GARFIELD PARK FARMERS MARKET INC,,PO BOX 33869,INDIANAPOLIS,IN,46203-0869,0,3,3,1200,201701,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,K99,
475244494,CARMEL DISTANCE PROJECT INC,% ANDY DALTON,1341 EDINBURGH DR,CARMEL,IN,46033-7752,0,3,3,1000,201605,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,N60,CARMEL DISTANCE PROJECT
475246952,FLOW MOTION INC,,600 S MAPLE ST,FRENCH LICK,IN,47432-2213,0,3,3,2000,201510,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,A60,
475248035,CROSSROADS CONNECTS INC,% MS SUE REED,440 W 84TH DR,MERRILLVILLE,IN,46410-6248,0,3,3,1200,201511,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,S19,
475249015,COVERED WITH LOVE INC,% ANGELA K FRANCIS,4200 S 11TH ST,TERRE HAUTE,IN,47802-4143,0,3,3,1000,201601,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P20,
475252144,SWEEPAWAYCANCER INC,% DARIN BIBEAU,PO BOX 753,PLAINFIELD,IN,46168-0753,0,3,3,1000,201609,1,15,0,1,1,202212,3,3,1,0,12,56263,54742,52907,G30,
475252836,SOUTHEAST INDIANA YOUTH ORCHESTRA INCORPORATED,% DENISE ROSE,7820 BRIARWAY CT,GUILFORD,IN,47022-9444,0,3,3,2000,201608,1,16,0,1,1,202207,0,0,2,0,7,0,0,0,A6C,
475258764,BETA GAMMA PI - NWI,,198 JOLIET RD,VALPARAISO,IN,46385-5492,0,7,3,1000,201702,2,0,0,5,1,202105,0,0,2,0,5,0,0,0,N50,
475261344,A DISCIPLESHIP NETWORK CORP,,6332 DRAKES BAY RUN,FORT WAYNE,IN,46835-9614,0,3,3,7000,201602,1,10,0,1,1,,0,0,6,0,12,,,,,
475265010,BYRON FOUNDATION,% DEBRA LAMBERT,1661 BEACON STREET,FORT WAYNE,IN,46805-0000,0,3,3,1000,201605,1,22,0,1,1,202212,8,6,1,0,12,37040021,1645593,1645593,E11,
475267815,HOPES JOURNEY INC,,7441 GRAND AVE,HAMMOND,IN,46323-2967,0,3,3,1000,202103,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P20,
475270088,VIKING ATHLETIC BOOSTER CLUB INC,% PRES - VIKING ATHLETIC BOOSTERS,4741 VIKING TRL,NEW CASTLE,IN,47362-8810,0,3,3,1000,201610,1,15,0,1,1,202207,0,0,2,0,7,0,0,0,P20,
475271118,INDIANA SQUASH ASSOCIATION,% HOWARD L MAY JR,731 E 116TH ST,CARMEL,IN,46032-3409,0,3,3,1000,201602,1,16,0,1,1,202212,1,0,2,0,12,157,0,0,N66,
475273251,UNFINISHED INC,,212 W 10TH ST STE F190,INDIANAPOLIS,IN,46202-5432,0,3,3,7000,201603,1,15,0,1,1,202206,4,6,1,0,6,106376,2419010,2369399,X20,
475274868,INDIANA CONGRESS OF PARENTS AND TEACHERS INC,,800 S HILLCREST ST,FORT BRANCH,IN,47648-0000,5111,3,9,1000,198812,0,16,0,1,1,202212,0,0,2,0,12,0,0,0,,FORT BRANCH PTA
475277028,STRAIGHT WAY LIVING INC,% DARRELL LOVETT,2515 ECKMAN DR,LAFAYETTE,IN,47909-2323,0,3,3,1000,202008,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,F22,
475283409,EXECUTIVE WOMEN IN FINANCE INC,,PO BOX 4073,CARMEL,IN,46082-4073,0,6,3,2000,201606,2,0,0,1,1,202212,4,3,1,0,12,206167,78662,78662,S41,
475285597,BYRON WELLNESS SYSTEMS,% DEBRA J LAMBERT,1661 BEACON STREET,FORT WAYNE,IN,46805-0000,0,3,3,1000,201603,1,23,0,1,1,202212,6,4,1,0,12,2837398,392098,163499,E19,
475287738,CENTER FOR POSITIVE CHANGE INC,% PATRICIA HANCOCK,611 LINCOLNWAY EAST,SOUTH BEND,IN,46601-3212,0,3,3,1200,201512,1,16,0,1,1,202312,0,0,2,0,12,0,0,0,F32,
475290051,INDEPENDENT LIVING PARTNERSHIP,,9105 E 56TH STREET,INDIANAPOLIS,IN,46216-2229,0,3,3,1200,201906,1,16,0,1,1,202209,3,4,1,0,9,81588,139170,139170,P01,
475292389,GOOD DEEDS PEOPLE CORPORATION,% JUNE ROCHELLE,5917 OAKFORGE LN,INDIANAPOLIS,IN,46254-1269,0,3,3,1270,201511,1,15,0,1,1,202205,0,0,2,0,5,0,0,0,W99,
475294854,ARGOS OLD GOLD BOOSTERS,,410 N FIRST ST,ARGOS,IN,46501-1014,0,3,3,1000,201601,1,15,0,5,1,202306,0,0,2,0,6,0,0,0,B11,
475295088,FRIENDS OF OTWELL ELEMENTARY LTD,% BOB RHODES - SECRETARY,9958 E CR 150 N,OTWELL,IN,47564-0000,0,3,3,2000,201602,1,4,0,5,1,202212,6,6,0,1,12,1220669,1518636,,B02,
475295949,EVANGELISTIC EMPOWERMENT CENTER,,1232 RIDGEPOINTE DR,INDIANAPOLIS,IN,46234-1972,0,3,3,1700,201612,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,X20,
475297900,SIGMA KAPPA SORORITY,% BETSEY HUGHES STRAUSS,695 PRO MED LN STE 300,CARMEL,IN,46032-5331,594,7,9,1000,194301,2,0,36319000,5,1,202305,0,0,2,0,5,0,0,0,,HAWAII ALUMNAE CHAPTER
475298638,AMVETS,% DAVE CRAMBLETT,2840 LAFAYETTE RD,INDIANAPOLIS,IN,46222-2148,838,19,9,1000,194505,1,0,0,5,1,202212,0,0,2,0,12,0,0,0,,99 IN
475299224,PEACE RESTORED INC,% ANN MADISON,460 ST CLAIR ST,MOORESVILLE,IN,46158-1337,0,3,3,1700,201702,1,16,0,1,1,202212,3,4,1,0,12,36441,164387,157397,F60,
475300155,MARINE CORPS LEAGUE,% COREY BOWLIN,7609 SCOTT AVE,SELLERSBURG,IN,47172-0070,955,4,9,3000,194607,1,0,908279265,5,1,202306,0,0,2,0,6,0,0,0,,1394 MCL SOUTHEAST MARINES INDIANA
475303037,SHS BOYS BASKETBALL BOOSTERS,% SHANNON FUHS,PO BOX 191,HUNTINGBURG,IN,47542-0191,0,3,3,1000,202010,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,N62,
475306106,BUNDLE UP LA PORTE,,2900 MONROE ST,LAPORTE,IN,46350-5249,0,3,3,1000,201810,1,15,0,1,1,202203,0,0,2,0,3,0,0,0,S11,
475306609,KIWANIS INTERNATIONAL INC,% JOAN M WILSON,3636 WOODVIEW TRCE,INDIANAPOLIS,IN,46268-1168,26,4,9,1300,194007,2,0,40042000,5,1,202209,0,0,2,0,9,0,0,0,,K18940 KIWANIS CLUB OF INDY-ITS 5 O
475307125,OHIO AUCTIONEERS FOUNDATION,% KATHY BABER,48 N EMERSON AVE STE 300,GREENWOOD,IN,46143-6450,0,3,3,2000,201601,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,B82,
475307287,OPERATION COMBAT BIKESAVER INC,,1670 E NORTH ST,CROWN POINT,IN,46307-0000,0,3,3,1000,201607,1,15,0,1,1,202212,3,4,1,0,12,87577,299202,299202,P20,
475308386,WAKARUSA MAPLE SYRUP HERITAGE INC,% DEB SHIVELY,PO BOX 291,WAKARUSA,IN,46573-0291,0,3,3,1200,201510,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,S20,
475308977,AG DATA TRANSPARENCY EVALUATOR INC,% TODD JANZEN,8425 KEYSTONE XING STE 111,INDIANAPOLIS,IN,46240-4322,0,6,3,2000,202011,2,0,0,1,1,202212,3,3,1,0,12,65034,90781,90781,,
475310121,SHERIDAN YOUTH ASSISTANCE INC,% SHERIDAN HIGH SCHOOL,24185 HINESLEY RD,SHERIDAN,IN,46069-0000,0,3,3,1000,201512,1,15,0,1,1,202212,3,5,1,0,12,41383,586517,531847,P30,
475313409,MORNING BROWN,,8690 JAFFA COURT WEST DR APT 21,INDIANAPOLIS,IN,46260-5333,0,3,3,2000,201510,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,O50,
475315662,BALLET FOLKLORICO YOLOTZIN GROUP,% MARGARET GOMEZ,4114 DRUMMOND ST,EAST CHICAGO,IN,46312-3037,0,3,3,2000,202202,1,15,0,5,1,202112,0,0,2,0,12,0,0,0,A20,
475316155,A-LIST DANCE COMPANY,,350 GRADLE DR STE C,CARMEL,IN,46032-2534,0,3,3,1000,201612,1,16,0,1,1,202312,0,0,2,0,12,0,0,0,,
475319216,INDIANA EMS MEMORIAL FOUNDATION INC,% SHANE HARDWICK,6731 CHAPEL XING,ZIONSVILLE,IN,46077-7844,0,3,3,1000,201510,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,W12,
475321299,IGLESIA EVANGELICA PRINCIPE DE PAZ,% JOSE YANES,3405 SAINT JOHNS WAY,SOUTH BEND,IN,46628-1320,0,3,3,7000,201606,1,10,0,1,1,202212,0,0,6,0,12,0,0,0,X20,
475321864,SECOND CHANCE AT LIFE MINISTRY INC,% MICHAEL EADS,109 S COMMERCE ST,PORTLAND,IN,47371-2118,0,3,3,7000,201709,1,10,0,1,1,,0,0,6,0,12,,,,X20,2ND CHANCES
475324328,MPOWERING MARION INC,,1127 N WESTERN AVE,MARION,IN,46952-2501,0,3,3,1200,201609,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,O50,
475329503,STONEGATE ARTS & EDUCATION CENTER INC,,931 15TH ST,BEDFORD,IN,47421-3813,0,3,3,1200,201602,1,15,0,1,1,202212,4,4,1,0,12,245462,149229,149229,S02,
475334716,HOPE RISING INC,,3414 LAUREN DRIVE,INDIANAPOLIS,IN,46235-0000,0,3,3,1000,201512,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,P20,
475340585,TRI-COUNTY SCHOOLS PTO,% PTO,300 E MICHIGAN ST,REMINGTON,IN,47977-8873,0,3,3,1000,201511,1,15,0,1,1,202306,0,0,2,0,6,0,0,0,B94,
